pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_3556,Volume 2,447,,4860,Judith,4851-4875,,,,,<a href='/digital-beehive/index3/index_2130/'>Judith</a>,#item-98e8c3d17,,Entry: 4860|Topic: Judith|Index: Judith|#item-98e8c3d17,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/587,4292,2806,255/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622104777,244714292,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/587,4292,600,180/250,/0/default.jpg",4860. Judith,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3557,Volume 2,450,,4861,Joseph,4851-4875,,,,,[NOT_IN_INDEX],#item-ad961dd4f,,Entry: 4861|Topic: Joseph|Index: [NOT_IN_INDEX]|#item-ad961dd4f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/790,236,2779,197/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622262018,245010236,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/790,236,600,180/250,/0/default.jpg",4861. Joseph,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,,
num_3558,Volume 2,450,,4862,Inamoured,4851-4875,,,,,<a href='/digital-beehive/index3/index_1989/'>inamoured</a>,#item-3edcb3a1a,,Entry: 4862|Topic: Inamoured|Index: inamoured|#item-3edcb3a1a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/768,812,2715,220/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622323594,245010812,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/768,812,600,180/250,/0/default.jpg",4862. Inamoured,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,,
num_3559,Volume 2,450,,4863,Agriculture & Country life,4851-4875,,,,,<a href='/digital-beehive/index1/index_0082/'>agriculture</a>,#item-25ce8e524,,Entry: 4863|Topic: Agriculture & Country life|Index: agriculture|#item-25ce8e524,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/782,1726,2657,235/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622374932,245011726,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/782,1726,600,180/250,/0/default.jpg",4863. Agriculture & Country life,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,,
num_3560,Volume 2,450,,4864,Conjuring,4851-4875,,,,,<a href='/digital-beehive/index1/index_0796/'>conjuring</a>,#item-255ed1af5,,Entry: 4864|Topic: Conjuring|Index: conjuring|#item-255ed1af5,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/757,2738,2841,257/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622413017,245012738,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/757,2738,600,180/250,/0/default.jpg",4864. Conjuring,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,"The Octavo Index entry for ""conjuring"" mistakenly lists 1864. Pastorius likely meant to list this entry.",
num_3561,Volume 2,450,,4865,The Signification of some Dreams,4851-4875,,,,,[NOT_IN_INDEX],#item-750d60654,,Entry: 4865|Topic: The Signification of some Dreams|Index: [NOT_IN_INDEX]|#item-750d60654,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/743,3673,2933,875/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622595473,245013673,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/743,3673,600,180/250,/0/default.jpg",4865. The Signification of some Dreams,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,,
num_3562,Volume 2,450,,4866,Graces before and after meat,4851-4875,,,,,<a href='/digital-beehive/index2/index_1681/'>graces before meat</a>,#item-2f9333029,,Entry: 4866|Topic: Graces before and after meat|Index: graces before meat|#item-2f9333029,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/754,4451,2927,238/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622665935,245014451,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0917/754,4451,600,180/250,/0/default.jpg",4866. Graces before and after meat,<a href='/digital-beehive/toc/toc2_440/'>Full Page</a>,,
num_3563,Volume 2,451,,4867,Procrastination,4851-4875,,,,,<a href='/digital-beehive/index4/index_3174/'>procrastination</a>,#item-ae3ecdccc,,Entry: 4867|Topic: Procrastination|Index: procrastination|#item-ae3ecdccc,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/522,299,2804,172/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622750425,245110299,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/522,299,600,180/250,/0/default.jpg",4867. Procrastination,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",
num_3564,Volume 2,451,,4868,Galileans,4851-4875,,,,,<a href='/digital-beehive/index2/index_1578/'>galilee</a>,#item-045e42ab3,,Entry: 4868|Topic: Galileans|Index: galilee|#item-045e42ab3,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/591,859,2755,228/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622883940,245110859,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/591,859,600,180/250,/0/default.jpg",4868. Galileans,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,,
num_3565,Volume 2,451,,4869,Excuses,4851-4875,,,,,<a href='/digital-beehive/index2/index_1338/'>excuse</a>,#item-c9fb8b215,,Entry: 4869|Topic: Excuses|Index: excuse|#item-c9fb8b215,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/611,1373,2112,177/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622925212,245111373,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/611,1373,600,180/250,/0/default.jpg",4869. Excuses,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,,
num_3566,Volume 2,451,,4870,Dancing,4851-4875,,,,,<a href='/digital-beehive/index1/index_0943/'>dancing</a>,#item-9df521200,,Entry: 4870|Topic: Dancing|Index: dancing|#item-9df521200,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/614,2146,2497,283/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623004869,245112146,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/614,2146,600,180/250,/0/default.jpg",4870. Dancing,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,"The Octavo Index entry for ""dancing"" mistakenly lists 1870. Pastorius likely meant to list this entry.",
num_3567,Volume 2,451,,4871,Pavement,4851-4875,,,,,<a href='/digital-beehive/index4/index_2926/'>pavemt</a>,#item-609f824d9,,Entry: 4871|Topic: Pavement|Index: pavemt|#item-609f824d9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/570,2692,2851,296/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623122079,245112692,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/570,2692,600,180/250,/0/default.jpg",4871. Pavement,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,,
num_3568,Volume 2,451,,4872,Quick,4851-4875,,,,,<a href='/digital-beehive/index4/index_3259/'>quick</a>,#item-9f1bbdffa,,Entry: 4872|Topic: Quick|Index: quick|#item-9f1bbdffa,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/639,3221,877,203/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623162237,245113221,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/639,3221,600,180/250,/0/default.jpg",4872. Quick,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,"The Octavo Index entry for ""quick"" mistakenly lists 1872. Pastorius likely meant to list this entry.",
num_3569,Volume 2,451,,4873,Miller,4851-4875,,,,,<a href='/digital-beehive/index3/index_2516/'>miller</a>,#item-bd75a3ea3,,Entry: 4873|Topic: Miller|Index: miller|#item-bd75a3ea3,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/590,3721,2828,219/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623362335,245113721,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/590,3721,600,180/250,/0/default.jpg",4873. Miller,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,"The Octavo Index entry for ""miller"" mistakenly lists 1873. Pastorius likely meant to list this entry.",
num_3570,Volume 2,451,,4874,Angling,4851-4875,,,,,<a href='/digital-beehive/index5/index_4730/'>angling</a>,#item-960baf898,,Entry: 4874|Topic: Angling|Index: angling|#item-960baf898,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/626,4119,2756,219/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623783298,245114119,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/626,4119,600,180/250,/0/default.jpg",4874. Angling,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,"The Octavo Index entry for ""angling"" mistakenly lists 1874. Pastorius likely meant to list this entry.",
num_3571,Volume 2,451,,4875,Wedding,4851-4875,,,,,[NOT_IN_INDEX],#item-f855850ab,,Entry: 4875|Topic: Wedding|Index: [NOT_IN_INDEX]|#item-f855850ab,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/602,4454,2884,253/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623866655,245114454,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0918/602,4454,600,180/250,/0/default.jpg",4875. Wedding,<a href='/digital-beehive/toc/toc2_441/'>Full Page</a>,,
num_3572,Volume 2,452,,4876,God's Work,4876-4900,,,,,<a href='/digital-beehive/index2/index_1658/'>God's work</a>,#item-bf4958dd2,,Entry: 4876|Topic: God's Work|Index: God's work|#item-bf4958dd2,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/766,264,2731,237/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680623947215,245210264,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/766,264,600,180/250,/0/default.jpg",4876. God's Work,<a href='/digital-beehive/toc/toc2_442/'>Full Page</a>,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",
num_3573,Volume 2,452,,4877,Perfection,4876-4900,,,,,[NOT_IN_INDEX],#item-b282c8553,,Entry: 4877|Topic: Perfection|Index: [NOT_IN_INDEX]|#item-b282c8553,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/718,921,2704,287/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680624055357,245210921,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/718,921,600,180/250,/0/default.jpg",4877. Perfection,<a href='/digital-beehive/toc/toc2_442/'>Full Page</a>,,
num_3574,Volume 2,452,,4878,Despair,4876-4900,,,,,[NOT_IN_INDEX],#item-556821c34,,Entry: 4878|Topic: Despair|Index: [NOT_IN_INDEX]|#item-556821c34,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/714,1740,2718,221/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680624083522,245211740,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/714,1740,600,180/250,/0/default.jpg",4878. Despair,<a href='/digital-beehive/toc/toc2_442/'>Full Page</a>,,
num_3575,Volume 2,452,,4879,Trinitus Idolatrica,4876-4900,,,,,<a href='/digital-beehive/index5/index_4133/'>threefold Cord of Satan</a>,#item-27907d98d,,Entry: 4879|Topic: Trinitus Idolatrica|Index: threefold Cord of Satan|#item-27907d98d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/722,2635,2786,279/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680624149097,245212635,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/722,2635,600,180/250,/0/default.jpg",4879. Trinitus Idolatrica,<a href='/digital-beehive/toc/toc2_442/'>Full Page</a>,,
num_3576,Volume 2,452,,4880,Courtship,4876-4900,,,,,<a href='/digital-beehive/index1/index_0884/'>to court</a>,#item-6a6761aa8,,Entry: 4880|Topic: Courtship|Index: to court|#item-6a6761aa8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/693,3745,2816,274/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680624189225,245213745,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0919/693,3745,600,180/250,/0/default.jpg",4880. Courtship,<a href='/digital-beehive/toc/toc2_442/'>Full Page</a>,,
num_3577,Volume 2,453,,4881,[WORD_MISSING],4876-4900,,,,,<a href='/digital-beehive/index1/index_0211/'>arrius</a>,#item-8cca7bd00,,Entry: 4881|Topic: [WORD_MISSING]|Index: arrius|#item-8cca7bd00,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/605,261,2818,172/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627665586,245310261,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/605,261,600,180/250,/0/default.jpg",4881. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,
num_3578,Volume 2,453,,4882,Face,4876-4900,,,,,[NOT_IN_INDEX],#item-d7c5067cc,,Entry: 4882|Topic: Face|Index: [NOT_IN_INDEX]|#item-d7c5067cc,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/645,744,2073,189/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627707154,245310744,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/645,744,600,180/250,/0/default.jpg",4882. Face,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3579,Volume 2,453,,4883,[WORD_MISSING],4876-4900,,,,,[NOT_IN_INDEX],#item-8f8c27075,,Entry: 4883|Topic: [WORD_MISSING]|Index: [NOT_IN_INDEX]|#item-8f8c27075,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/595,1285,1059,257/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627755525,245311285,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/595,1285,600,180/250,/0/default.jpg",4883. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,This is a blank entry.,
num_3580,Volume 2,453,,4884,Ignoble,4876-4900,,,,,<a href='/digital-beehive/index3/index_1948/'>ignoble</a>,#item-3c2f9a885,,Entry: 4884|Topic: Ignoble|Index: ignoble|#item-3c2f9a885,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/657,1720,2738,226/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627837133,245311720,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/657,1720,600,180/250,/0/default.jpg",4884. Ignoble,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3581,Volume 2,453,,4885,Shame,4876-4900,,,,,<a href='/digital-beehive/index4/index_3659/'>shame</a>,#item-2752c28a1,,Entry: 4885|Topic: Shame|Index: shame|#item-2752c28a1,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/670,2144,2083,203/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627866239,245312144,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/670,2144,600,180/250,/0/default.jpg",4885. Shame,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3582,Volume 2,453,,4886,Want,4876-4900,,,,,<a href='/digital-beehive/index5/index_4468/'>want</a>,#item-51bf7ea84,,Entry: 4886|Topic: Want|Index: want|#item-51bf7ea84,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/696,2626,2012,235/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627890103,245312626,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/696,2626,600,180/250,/0/default.jpg",4886. Want,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3583,Volume 2,453,,4887,broad & small Way,4876-4900,,,,,<a href='/digital-beehive/index5/index_4497/'>way broad & small</a>,#item-cb4ad5dda,,Entry: 4887|Topic: broad & small Way|Index: way broad & small|#item-cb4ad5dda,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/680,3209,2732,220/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627945673,245313209,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/680,3209,600,180/250,/0/default.jpg",4887. broad & small Way,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3584,Volume 2,453,,4888,Beyond,4876-4900,,,,,<a href='/digital-beehive/index1/index_0368/'>beyond</a>,#item-ddd32a0d6,,Entry: 4888|Topic: Beyond|Index: beyond|#item-ddd32a0d6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/687,3675,1833,175/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680627983736,245313675,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/687,3675,600,180/250,/0/default.jpg",4888. Beyond,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3585,Volume 2,453,,4889,Dinah,4876-4900,,,,,<a href='/digital-beehive/index5/index_4732/'>Dinah</a>,#item-8fde88e76,,Entry: 4889|Topic: Dinah|Index: Dinah|#item-8fde88e76,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/660,4084,986,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628011376,245314084,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/660,4084,600,180/250,/0/default.jpg",4889. Dinah,<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,,
num_3586,Volume 2,453,,4890,[WORD_MISSING],4876-4900,,,,,[NOT_IN_INDEX],#item-cfa237c10,,Entry: 4890|Topic: [WORD_MISSING]|Index: [NOT_IN_INDEX]|#item-cfa237c10,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/616,4421,516,257/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628033952,245314421,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0920/616,4421,600,180/250,/0/default.jpg",4890. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_443/'>Full Page</a>,This is a blank entry.,
num_3587,Volume 2,456,,4913,War,4901-4925,,,,,<a href='/digital-beehive/index5/index_4474/'>war</a>,#item-8535d4c43,,Entry: 4913|Topic: War|Index: war|#item-8535d4c43,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/683,1363,2782,224/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628623042,245611363,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/683,1363,600,180/250,/0/default.jpg",4913. War,<a href='/digital-beehive/toc/toc2_446/'>Full Page</a>,,
num_3588,Volume 2,456,,4914,Death of great & good men,4901-4925,,,,,<a href='/digital-beehive/index1/index_0968/'>death of good men</a>,#item-a848cc107,,Entry: 4914|Topic: Death of great & good men|Index: death of good men |#item-a848cc107,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/767,2203,2376,238/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628688792,245612203,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/767,2203,600,180/250,/0/default.jpg",4914. Death of great & good men,<a href='/digital-beehive/toc/toc2_446/'>Full Page</a>,,
num_3589,Volume 2,456,,4915,Slander,4901-4925,,,,,<a href='/digital-beehive/index4/index_3742/'>slander</a>,#item-ad374669b,,Entry: 4915|Topic: Slander|Index: slander|#item-ad374669b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/764,3262,2655,246/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628888414,245613262,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/764,3262,600,180/250,/0/default.jpg",4915. Slander,<a href='/digital-beehive/toc/toc2_446/'>Full Page</a>,,
num_3590,Volume 2,456,,4916,Moderation,4901-4925,,,,,<a href='/digital-beehive/index3/index_2553/'>moderate</a>,#item-8e9398add,,Entry: 4916|Topic: Moderation|Index: moderate|#item-8e9398add,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/768,4147,2526,193/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628970102,245614147,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0923/768,4147,600,180/250,/0/default.jpg",4916. Moderation,<a href='/digital-beehive/toc/toc2_446/'>Full Page</a>,,
num_3591,Volume 2,457,,4919,Worldly,4901-4925,,,,,<a href='/digital-beehive/index5/index_4619/'>worldly</a>,#item-086fc778a,,Entry: 4919|Topic: Worldly|Index: worldly|#item-086fc778a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/524,1355,2834,293/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628454878,245711355,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/524,1355,600,180/250,/0/default.jpg",4919. Worldly,<a href='/digital-beehive/toc/toc2_447/'>Full Page</a>,"This entry does not have an underlined topic, but ""Worldly"" seems like the clear topic nonetheless.",
num_3592,Volume 2,457,,4920,Ingratitude,4901-4925,,,,,[NOT_IN_INDEX],#item-f3bb6df6d,,Entry: 4920|Topic: Ingratitude|Index: [NOT_IN_INDEX]|#item-f3bb6df6d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/524,1991,2621,248/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628220180,245711991,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0924/524,1991,600,180/250,/0/default.jpg",4920. Ingratitude,<a href='/digital-beehive/toc/toc2_447/'>Full Page</a>,,
num_3593,Volume 2,458,,4927,Mortality,4926-4950,,,,,[NOT_IN_INDEX],#item-38300d861,,Entry: 4927|Topic: Mortality|Index: [NOT_IN_INDEX]|#item-38300d861,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0925/702,948,2689,321/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0925/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680628250059,245810948,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0925/702,948,600,180/250,/0/default.jpg",4927. Mortality,<a href='/digital-beehive/toc/toc2_448/'>Full Page</a>,"This entry does not have an underlined topic, but ""Mortality"" seems like the clear topic nonetheless.",
